8.424208004726097	0
12.60395799181424	1
15.072165988385677	2
17.15020800475031	3
18.991916003869846	4
21.05049998499453	5
22.929041006136686	6
24.658082984387875	7
26.623165991622955	8
28.42641598545015	9
30.175583000527695	10
32.118790986714885	11
33.82449998753145	12
35.545958002330735	13
37.40420800750144	14
39.166041009593755	15
40.84554099244997	16
42.64954099198803	17
44.28829098469578	18
46.03649998898618	19
47.77229100000113	20
49.38224999932572	21
50.997457990888506	22
52.589083003113046	23
54.35412499355152	24
55.99745799554512	25
57.65999999130145	26
59.57937499624677	27
61.36345799313858	28
63.074000005144626	29
64.80370799545199	30
66.47099999827333	31
68.16699999035336	32
69.96329099638388	33
71.63795799715444	34
73.26837501022965	35
74.98037500772625	36
76.70570799382403	37
78.35733299725689	38
80.10866600670852	39
81.78425001096912	40
83.44737498555332	41
85.11916600400582	42
87.19787499285303	43
88.85216599446721	44
90.72520799236372	45
92.49675000319257	46
94.2108329909388	47
95.87466600351036	48
97.51799999503419	49
99.23195801093243	50
100.88741598883644	51
102.52833299455233	52
104.23158301273361	53
105.90541598503478	54
107.55354099092074	55
109.33183299493976	56
111.01220798445866	57
112.64779098564759	58
114.33987499913201	59
116.08879099367186	60
117.79020799440332	61
119.59104100242257	62
121.25441600801423	63
122.95716599328443	64
124.58266600151546	65
126.24887499259785	66
127.88191600702703	67
129.73362498451024	68
131.3124159933068	69
132.9759579966776	70
134.62304099812172	71
136.2174160021823	72
137.80487500480376	73
139.4844999886118	74
141.13962498959154	75
142.78741599991918	76
144.486750010401	77
146.21358300792053	78
147.85050001228228	79
149.61587500874884	80
151.24366601230577	81
152.98883299692534	82
154.72625000984408	83
156.45462498650886	84
158.06124999653548	85
159.73537499667145	86
161.35445798863657	87
163.02016598638147	88
164.76845799479634	89
166.47304099751636	90
168.1027080048807	91
169.8434999852907	92
171.48233301122673	93
173.09295799350366	94
174.8127909959294	95
176.43366599804722	96
178.11450001318008	97
179.9787910131272	98
181.80179101182148	99
