5.419332999736071	0
6.417332973796874	1
7.401290989946574	2
8.39212498976849	3
23.390457994537428	4
24.33241598191671	5
25.243707990739495	6
26.150332996621728	7
27.064874971983954	8
27.976415993180126	9
28.88766597607173	10
42.78366599464789	11
43.67558297235519	12
44.59108298760839	13
45.48270799568854	14
46.37433297466487	15
47.266040986869484	16
48.15324998344295	17
49.05683299875818	18
63.949957984732464	19
64.84508299035951	20
65.73666597250849	21
66.62824997329153	22
67.5315409898758	23
68.42649998725392	24
69.34283298323862	25
83.25183298438787	26
84.13954099523835	27
85.03433299483731	28
85.92599999974482	29
86.83266598382033	30
87.73833297891542	31
88.6332499794662	32
89.53704099985771	33
104.44895797991194	34
105.34433298744261	35
106.24712498974986	36
107.15479098143987	37
108.04666599142365	38
108.93849999411032	39
109.83374997158535	40
121.78070799564011	41
122.67570797121152	42
123.57083297683857	43
124.46233298396692	44
125.3572499845177	45
126.24908299767412	46
127.13624999742024	47
128.03699998767115	48
142.9472499876283	49
143.858832976548	50
144.761124975048	51
145.65629098797217	52
146.56854097847827	53
147.46037498116493	54
148.352165997494	55
163.24474997236393	56
164.13258298416622	57
165.02454099827446	58
165.9164159791544	59
166.81141598382965	60
167.7066249831114	61
168.59858299721964	62
169.49654099880718	63
184.41737498505972	64
185.30904097133316	65
186.22549998690374	66
187.11258299299516	67
188.00745799671859	68
188.8989579747431	69
189.80120797641575	70
190.71287498809397	71
205.60616598231718	72
206.52320797671564	73
207.41612499114126	74
208.3124159835279	75
209.2036249814555	76
210.105707985349	77
210.99929098272696	78
211.89091599080712	79
225.80537499743514	80
226.72016598517075	81
227.63445798773319	82
228.5587079823017	83
229.4735409959685	84
230.4056249849964	85
231.30108299665153	86
232.1884579723701	87
247.08108298364095	88
248.01420798758045	89
248.90612499439158	90
249.79816598352045	91
250.72162499418482	92
251.61641597514972	93
266.5122079779394	94
267.40766598959453	95
268.32295799977146	96
269.2378329811618	97
270.1558749831747	98
271.04770799633116	99
